category,prod_id,rating,polarity,review,review_len,review_id
Pet_Supplies,B000T9SDHE,2.0,negative,the ramp does not include any type of clips to attach to anything i was going to use this as a permanent ramp for my older dog to get onto the patio but it just slips off,37,13
Pet_Supplies,B000T9SDHE,1.0,negative,not a regular door so it is useless not a normal car with the width of a normal car door no way,22,45
Pet_Supplies,B000T9SDHE,2.0,negative,my daughter owns a vw jetta the back seat door does not open wide enough for the ramp to fit,20,47
Pet_Supplies,B000T9SDHE,1.0,negative,thiswas too large / wide for the door opening for my suv probably works best for vans or sliding doors,20,44
Pet_Supplies,B000T9SDHE,5.0,positive,small compact user friendly shipped on time very satisfied,9,17
Pet_Supplies,B000T9SDHE,4.0,positive,its just perfect for going to the dog park,9,27
Pet_Supplies,B000T9SDHE,2.0,negative,would not recommend because it does not hold stable to anything you have to brace it with your foot to keep it from moving while you use it depending on what you are trying to do that is not very convenient,38,26
Pet_Supplies,B000T9SDHE,1.0,negative,ramp is too steep and my lab was afraid to get on it,13,25
Pet_Supplies,B000X94LL2,4.0,positive,this is a very good alternative to the expensive brands it is just as good I have never seen a single tick or flea in any of my four dogs even although they play outside all day in the garden recommended,39,0
Pet_Supplies,B000X94LL2,5.0,positive,i have two big dogs and flea are a worry in my house i live far in a wooded area and there is a lot of brush the dogs can pick up all kinds of ticks and fleas also theirand larvae kills and repels mosquitoes works for me thank you,53,1
Pet_Supplies,B000X94LL2,4.0,positive,no better then any store bought product but it was cheaper ok shipping i would use this product again probably,20,5
Pet_Supplies,B000X94LL2,2.0,negative,I have used this twice on 2 different dogs it works ok on one but does nothing for the other i will not buy this brand again,26,14
Pet_Supplies,B000X94LL2,1.0,negative,i used this thinking it would prevent fleas but it did not work at all local pet store person told me that only advantage or frontline are really formulated to take care of fleas,33,13
Pet_Supplies,B000X94LL2,4.0,positive,i read before buying sentry pro that many of these topical flea medications can have alarming side effects i did not use quite as much as recommended rather gave my dog a really good flea bath and made sure she was dry before applying the product i have not seen a single flea since and the dog had fleas pretty bad i think it is important to mention i took several days to clean the house from top to bottom with borax and bleach and put a cheap flea collar in the vacuum cleaner bag in the days immediately after recognizing i had a flea problem i wonder reading the negative comments if fleas infest the house if any product can be effective likely some people find it easier to use the more expensive brand and if i had the extras money perhaps i would have also but i am satisfied as the product did what it promised,157,11
Pet_Supplies,B000X94LL2,1.0,negative,i put this product on my clean dogs bathed the day before 5 days ago and have yet to see any marked difference the poor things are still scratching,29,8
Pet_Supplies,B000X94LL2,1.0,negative,did nothing to control fleas on our sheltie if you have a similar long hair breed you might do better trying a different product,24,9
Software,1600775411,1.0,negative,this is a slow and tedious way to learn a language and i am running on win7 with an i7 processor and 8 gigs of memory so it is the program not my machine it slowly reads a lot of short old tired videos from the cd the product appears to be a recycled jumble of mostly old language disks two are more modern and move at a reasonable pace some disks require installing programs such as flash and quick time i do not like programs that use because flash contains spy-ware tracking that you have to go to the adobe website to disable some disks seem to repeat the material on others but in a different format if i had demoed instant immersion first i never would have bought it,130,33
Software,1600775411,5.0,positive,I have used the software for years and highly recommend it to our customers for the price it is untouchable it is easy to use installs quickly and does a great job of teaching the language in question i can not understand why anyone would actually pay ten times as much for one of the other brands that at best is marginally better and at worst is largely the same richard bangs co-founder mountain travel sobek host and producer for the pbs series adventures with purpose,82,0
Software,1600775411,5.0,positive,you get out what you put in this system let us you learn words and phrases then match them to pictures and audio with games it would be great for a child to use i had found it necessary to communicate with spanish people who refuse to learn our language i had put it off long enough and now use the system for relaxation after a long day at work this is the first type of system i have used and for the price you simply can not beat it do not waste your money on a more expensive system before trying this one,101,34
Software,1600775411,5.0,positive,works great arrived quickly and my wife is well on her way to speaking spanish much cheaper than rosetta stone,20,12
Software,1600775411,4.0,positive,great price point easy to use kid friendly reviewed by teachers and it was recommended used by all ages jr high hs and adult,24,10
Software,1600775411,1.0,negative,i got suckered there is nothing on the cds they are blank,12,77
Software,1600775411,2.0,negative,I have tried several times to give this set a fair shake but i just do not like it it feels sort of like a cut-budget rosetta stone software i do not feel as although I am learning anything the lessons are disjointed and sometimes confusing and there seem to be way more discs than there should be a language program like this can not be taking up that much memory all in all if i needed to really learn spanish I had go looking elsewhere for an effective product,84,30
Software,1600775411,5.0,positive,i have been trying to learn spanish for years most of the products were simply too boring for me to stick with it this product has a ton of content for the money there are 6 different software programs on 6 discs the only complaint i have is that you need to swap discs for each level good and bad in addition to the software there is an audio cd as well as a dvd that you can play on a dvd player and an extra game i have not figured out the game yet but it is an adventure game that you need to navigate in spanish there is no manual so it is not easy to figure out the software programs have gameshows trivia and many photos of items that you need to identify in spanish overall i give this product 5 stars because of the value you simply get a lot for the money,156,4
Software,B001RYFYYK,5.0,positive,the dvd installed the map software on the computer with the usual intuitive mac interface the first time i ran map install it prompted me to download an updated version which i did this took 20 minutes i had the 2 gb micro sd card in the gps when selecting maps to upload the interface told me how many gb they would take up and how much room i would have remaining i selected washington and oregon and clicked install the upload to the gps took about an hour the maps look great and the device just works with them without any frustration or complication i tried using the map manager software and also found it intuitive to make and upload waypoints have no fear mac users,127,0
Software,B001RYFYYK,2.0,negative,topography is fine do not expect much about trail information,9,5
Software,B001RYFYYK,1.0,negative,i have both west and southwest 24k topo maps and neither dvd drive on my mac pro will read them this is despite the claim on the face of the dvds that they are for mac and pc,38,33
Software,B001RYFYYK,2.0,negative,it does everything you need it for it is kind of annoying that it can hold all of the usgs maps for the whole us on the device at one time especially with all the advancements in data storage on small micro sd cards in this day and age but if you can over look this and the obviously exorbitant cost for something you can basically get for free on your smartphone and this software is only good for what 4 or 5 states it is just quite disappointing to me i bought this a couple years ago for about 100 so hopefully in the last 2 years the price has come down and the storage capacity on the devices has gone up if not i would never she shall out more than 30 or 40 for this software it is just not worth it when you can get all this info for free on a stinking phone,154,13
Software,B001RYFYYK,5.0,positive,this is pretty much a necessity if you want to do more than just follow roads with the gps or even if you do just want to follow the roads definitely buy the dvd although and you can share it with multiple units,43,19
Software,B001RYFYYK,2.0,negative,I have purchased the 60csx i love the unit but have many complaints about the mapsource that came with my kit first off the pacific crest trail 2000 that runs from canada to mexico which is to hikers like interstate 5 is to commuters is only listed as trail this is unbelievable also in washington state near shelton there is a campground known as brown creek it shows this as being in the national park it is not it is in the national forest this is a big deal if you are a hunter it is illegal to hunt in the park but not in the forest i have found many areas where the olympic national park is listed inaccurately if there is a better mapping software compatible that is accurate i would love to know about it,137,50
Software,B001RYFYYK,5.0,positive,it was a good product just lacked in a couple of trails which was not too surprising seeing that they are snowshoe and xc ski trials in the winter and roads and mt bike trails in the summer,37,36
Software,B001RYFYYK,5.0,positive,all the detail i expected and more some of the roads are a bit dated as in they are not navigable anymore otherwise excellent in my clunky gps unit,28,26
Software,B001RYK0JE,2.0,negative,I am very disappointed with this expensive high resolution map i use my garmin 62stc for hiking but there are very few trails on here including the well established well maintained trails prior to this i used the neo treks app with my iphone which had many trails on very inexpensive maps the garmin gps outperforms the iphone but these maps are a big disappointment,65,13
Software,B001RYK0JE,2.0,negative,garmin mapsource topo us 24k is a definite improvement over it is 100k series but unfortunately is incompatible with gps 60cs it works great on my pc but on the gps 60cs the contour lines completely fill the screen obscuring the map i upgraded my garmin 60cs with the latest firmware update but the contour lines still obscure the map i am very unsatisfied with garmins topo series of maps,69,39
Software,B001RYK0JE,4.0,positive,purchased these maps for a hike in the area of the holly cross wilderness in colorado the maps were quite good except that the trails were either missing or sometimes incorrect i used the maps in my e-trex 20 gps and i was pleased with many options that the gps provided the problem is that even the paper maps often have incorrect trails it is not clear to me whether this is garmins fault or usgs fault in any event even with incorrect trail and a gps you can easily see where your are going and whether the trail is leading into the direction you would like to go i used amazon credit card offer to purchase the maps so for me it was 40 which seems to be reasonable i am not sure i would be that content with the product had i spend in excess of 100 which is the cost of the maps on garmins web page,160,30
Software,B001RYK0JE,5.0,positive,great product very fas shipping i would buy it again if necessary,12,45
Software,B001RYK0JE,1.0,negative,the instructions with dvd are minimal and do not work nowhere on the packaging or the dvd does it tell you how much memory is required and that you might need to add an sd card to increase storage capacity the manual for my device is minimal in content poorly written and indexed the online help people at garmin online support contact you once a day i am now on day three trying toa garmin map onto a garmin device,81,17
Software,B001RYK0JE,4.0,positive,has good features hard to use need to watch youtube videos to help figure it out,16,48
Software,B001RYK0JE,4.0,positive,the first map i ever got for a trail gps garmin gpsmap 60csx segments are easily loaded to the gps from the pc on which the map is loaded i did not find the colors of the map as hard to make out as some reviewers have said the map does not have as many labelled features as I had like i was using it hiking in the escalante-grand staircase natl monument i found things on google earth for example that are not on the map but these are easily downloaded to the gps if one remembers to do it before leaving home i also found walking on an established trail that the gps tracked me about 100 feet off to the side of it was this a fault of the gps or the map i do not know room for improvement yes adequate to get you where you want to go certainly,148,26
Software,B001RYK0JE,4.0,positive,i think the map is good far more accurate than the default map which comes installed on the gps unit in order to use it on my montana gps i had to copy the data to a memory card i truly dislike the micro sd card it is very small and hard to handle drop it on a backpacking trip and you will never find it,66,25
Software,B00266PHBI,1.0,negative,i purchased this software for 3995 and within 2 weeks before i had the chance to use it they went out of business i cannotthe software at all crooks,33,15
Software,B00266PHBI,1.0,negative,tune-up is a very disappointing product it failed to recognize duplicates as it claimed it would worse i had to pay an additional 2000 to tune-up after purchasing it from amazon in order to find unlimited duplicates in my music files which includes over 5000 songs the package as shipped limited de-dupping to 50 songs it located no more than 2 dozen duplicates itunes is still able to reveal over 50 remaining duplicates without tune-up the product claims to find all missing album art but my collection is still missing album art on several dozen albums although admittedly some are quite obscure numerous albums show the wrong cover including covers from other artists entirely tune-up was a total waste of money,119,9
Software,B00266PHBI,5.0,positive,this is just what i have been looking for i am a ballroom dancer and have many songs on of old cds whose files do not come up on the computer leaving me with dozens of songs marked track 2 track 3 with no info i need to keep my files in order i just downloaded the free demo version on this program and i was blown away it took only seconds to identify organize and find cover art for some very obscure songs amazing no more mystery songs i am going to buy the full featured version immediately,98,0
Software,B00266PHBI,2.0,negative,this is like the smart phone apps shazam or soundhound for music you already have on your computer but is unlabeled potentially valuable time-saving tool but ultimately disappointing implementation I have used it intermittently for for two or three years every now and then i use it to label tracks i do not want to do manually for example when i rip mixed cds from friends and have more than a handful of unlabeled tracks too often it can not recognize a tune sometimes it tuneup just hangs working but not producing results matching album art to tunes was equally disappointing a lot of the album pics were completely wrong the time you spend correcting the mistakes makes this not worth the expense,119,8
Software,B00266PHBI,5.0,positive,while this software is awesome it is not perfect i can not imagine any that would be perfect tuneup actually shocked me i did not think that there was anything on the market that would work anywhere near as good as this I am impressed if you have any doubt at all download the lite version and test it out that is what i did before i purchased it i have not used the cover art yet but my main concern was missing info for songs and duplicates so clean and deduper are what i have used fyi you can find coupon codes online and get a good discount i have seen coupons so far up to 60 off,113,17
Software,B00266PHBI,4.0,positive,the software works on my pc running windows 7 however you have to register and download version 199 and get a new activation code from tech support they are nice and very helpful amazon needs to sell the latest version so you do not have to go through all the hoops this software is not for beginners in my opinion it works but not as expected,66,12
Software,B00266PHBI,4.0,positive,this program is fantastic it will find the correct names and order things should be put in it will find your album art it does it all you can even see videos of your song from youtube the only small problem i have is a lot of music has very poor album art i end up having to search for the album art myself but it does give you album art most are in the 300x300 400x400 range I am pretty picky and want 500 so that when i click on the album art it is nice and big other than that it is a great product and i highly recommend it,108,1
Software,B00266PHBI,1.0,negative,do not bother using this program it might work for you for a little while but eventually it will force you to update and one of these updates will break the program you will spend hours upon hours trying to get it to work again you might get lucky and figure it out after 4 - 5 hours of trying but more than likely you will just be unable to use the program for months and months possibly up to a year while you wait on the program to come out with a new update there has a reason it has so many negative reviews it is awesome when it works but it stays broken a good portion of the time I have never understood why they will not leave good enough alone,124,13
Software,B0026MTATW,5.0,positive,i reside in a rural area of the southeast the garman 2010 map update gives significantly more detail and is much more reliable than the 2008 version although I am not terribly demanding it has not failed to locate any poi that i have requested,44,25
Software,B0026MTATW,1.0,negative,i ordered the 2009 version cancelled it then received the 2010 version in 2 days 2010 version was wrong and i still have to return 2009amazons ordering is constantly wrong,30,13
Software,B0026MTATW,1.0,negative,i have tried to install it for about 5 hours at this point i have tried three computers at first it would crash early on but i was able to bypass the autorun and start the installer manually at this point i was able to get it to download all the updates but it took two hours i have a very fast connection but it was very slow it was within 1 minute of being done when the installer program crashed now when i start over it wants to download from the beginning it is not worth it if i could just return it i would but i have entered my key so i am stuck,116,8
Software,B0026MTATW,5.0,positive,the garmin gps software i purchased works as described several changes have been included i can recommend this procust,19,26
Software,B0026MTATW,1.0,negative,i want to update my garmin nuvi 765 t this looked like what i needed after reading the reviews i wanted to make sure i had the most current update i chatted online with amazon and while very helpful they could not verify if this was for 2012 or not on further research i called garmin they gave me the part number for the onetime 2012 update it is 010 - 10989 - 54 and told me the box is blue white and gray the one amazon is selling ends in 03 so it is an earlier version 2009 not the 2012 so buyer beware i love amazoncom but make sure you are getting exactly what you want and do not just go for the deal buy this particularfrom garmin it is about 10 more plus shipping but you will get the most recent update available that is what i am doing,148,4
Software,B0026MTATW,5.0,positive,thanks for the article works great thanks for sending vyu u harto po old gt km u lo re u,20,39
Software,B0026MTATW,4.0,positive,the ordering shipping and receipt process was excellent i am enjoying the product,13,19
Software,B0026MTATW,2.0,negative,i do not know how many streets changed in the two years since i owned my nuvi 350 but not enough to warrant a new set of maps costing 60 to 70 for a product costing 199 but what really is upsetting is that i have two nuvi 350s one for my brother and they will not let me update both nuvis with one dvd this reminds me of the days when software publishers overpriced software and got rigid with copy protection schemes they stopped more legal sales than they stopped piracy eventually software publishers got more friendly about both prices and second installations with lots more happy customers for their efforts garmin should have allowed me to use my 60 map update on both nuvis or made it cheap enough i would not feel so ripped off now i am just ticked off next time I shall try tom-tom or wait for a decent iphone app,153,29
Software,B002LLK5CO,4.0,positive,microsoft mappoint is good for two types of users those who need a super gps and those who need to create maps to go with their presentations and analysis with a gps puck not included ms mappoint becomes a great gps for salesmen delivery men and others who need to map out their day in order to visit several points in an efficient manner most gps devices fail in this regard they work great from point a to b and could include a detour but forget about going to ten locations it would be great if ms had a self-contained gps device not a laptop which could be programed with the information generated from mappoint by using a pc as the user interface it makes data entry far easier than a small touch screen as for the maps it generates we are currently analysing a coal mine and our pitch book was much more comprehensive as a result of using mappoint over copying and pasting googlemaps and the like,169,0
Software,B002LLK5CO,5.0,positive,i have been using this program for the past few weeks and am very satisfied with it the software installed and ran without problems on my windows 7 ultimate machine i was dissapointed that the usual irritating microsft activation technology was used if the user just wants a mapping program then microsoft streets and trips 2010 is a cheaper and more practical way to go the programs interface is extremely similar to streets and trips 2010 mappoint is for use by business people who want to research demographics and use other data available for neighborhoods they are interested in the capability for interface with excel is provided and seemed to work well,112,1
Software,B002LLK5CO,1.0,negative,i am very disappointed with this product i can not find 40 percent of the existing addresses I have entered google map finds them even mss own bing maps finds them but not mappoint 2010 I am sorry i bought it,38,5
Software,B002LLK5CO,4.0,positive,sometimes the position of the location flag is not very accurate and the data must be pristine as the software can not deal with post office box numbers that are on the same line as the addresses garbage in garbage out sometimes it gets confused if county road is abbreviated as cr or c r or even county road so clean up the data in excel before importing it into map point but for what i paid for the software i am satisfied,82,15
Software,B002LLK5CO,1.0,negative,I have had this program for a while now and i can confirm that it is not that good however it is better than streets and trips it has the same abilities but is also suited to add info to microsoft office applications i can see how some businesses could save the cost of the software very easily but if you just want a street guide go with s and t what worries me considerably is that microsoft has introduced what appears to be a very similar application bing maps this application is only available direct from microsoft and the cost varies with the number of seats you license that makes me wonder how long mappoint will be available and whether bing maps will be a better program in addition other map companies like google may already have similar applications or be about to release them i suggest you do a lot of research before you choose which application you will buy,159,11
Software,B002LLK5CO,4.0,positive,i have previous versions of microsoft streets and trips and have used it numerous times for maps and vacation plannning as well as it is gps capabilities microsoft map point is basically the big brother of ms streets and trips however it adds the ability to download maps to a gps device which is definitely a nice add-on and something i wish streets and trips could do and it adds the ability to import or link contact location data from ms outlook and display it custom maps beyond that i can not see where it really adds enough features to be worth the much higher price they charge for map point as opposed to streets and trips but it does run well and does all the functions it is supposed to do so if you really need to easily link and map your outlook customer data then this is the way to go,152,14
Software,B002LLK5CO,2.0,negative,it is marginally ok for mapping addresses and mapping simple fields but you can not do more advanced functions such as exporting business names addresses and more for this i had to write custom code and extract into excel it has ended up being of little value from a business standpoint absolutely do not buy thinking it can be used as a cheap gis tool,63,8
Software,B002LLK5CO,2.0,negative,mappoint does not recognize some major streets in the community in which i am plotting data technical support was not able to help product not worth my time and effort if it does not work properly,33,13
Software,B003YJ8WFE,5.0,positive,i have been using quickbooks for mac for several months i have no prior quickbooks experience i found it easy to use and very helpful it seems virtually impossible to mess up things can easily be added deleted and moved it has been very useful being able to track my business progress via quickbook i do not know what i would have done without it my only complaint is the fact there is not a mobile phone app for mac users it is kind of crazy to have an iphone app available for windows users but not mac users really i hope this will be corrected soon having a mobile app that syncs with my computer would quickbooks really rock,119,84
Software,B003YJ8WFE,1.0,negative,i had talked to quckbooks about their software for mac and was assured that it was just like the pc version i then found out that it does not have payroll you have to do that online and pay a lot for that service was also very unhappy with amazon because i was told that i could not have a refund so I am stuck with software that i can not use another thing that i was not happy with on intuit was that they use india or some over seas vendor for support i spent over 8 hours on the phone with them just trying to get my files moved from pc to mac and they still could not do it,120,216
Software,B003YJ8WFE,5.0,positive,easy to use clean and professional looking invoices i would not be able to run my business without it i recommend this to any small business owner,27,231
Software,B003YJ8WFE,4.0,positive,quick books is a great program but the invoicing module desperately needs to be more flexible and robust i can not format invoices in a way that really works for me or add the text i need to,37,9
Software,B003YJ8WFE,1.0,negative,i have loved quickbooks on the pc i recently moved to a mac and expected similar sophistication and reliability plus payroll integration on the mac i do not recommend this change and in fact I am moving back to quickbooks on a virtual pc on the mac the mac version is crude compared to the pc version and the lack of payroll is unacceptable given the even cruder and inflexible online service required from intuit if you are going to do payroll I am stunned by the lack of parallel functionality with the pc product,92,126
Software,B003YJ8WFE,5.0,positive,finally quickbook for mac i have been using for years quicken and quicbook on window platform almost went to another product because i love mac,25,60
Software,B003YJ8WFE,5.0,positive,i use quickbooks for my small business which includes invoicing banking keeping track of items and year end profit and loss statements all i do at the end of the year is print out a few reports for my accountant and he does the rest love quickbooks for mac i only wish they would add a total quantity at the bottom for the amount of items on a invoice,69,55
Software,B003YJ8WFE,1.0,negative,i have been very disappointed with this product at first i could not even transfer my pc files over to it my husband did an internet search for help and finally ended up calling the company for help they walked him through a very lengthy tedious process of transferring the files i had four companies files that i wanted to two of the transfers worked two did not then when i looked at one of the companies whose transfers worked i found that none of my memorized reports had been saved it looks like i will only be able to use quickbooks on the old pc that i saved if i want to access the information because it certainly is not available to me on the mac,126,198
Software,B004DLCQZ4,1.0,negative,when youit quicken will not allow registration books and forms promised from online are not available to user,20,8
Software,B004DLCQZ4,5.0,positive,quicken willmaker premium 2011 is a very friendly product to use explanations for each section are clear updates available each state is in the select box you will have the right information for the state in which you reside,39,16
Software,B004DLCQZ4,5.0,positive,this product is excellent for the layperson it uses everyday language and includes estate planning living wills powers of attorney and many other documents you would not think of preparing for yourself or for your family members great job nolo and amazon for carrying it at such a low price i will purchase from you anytime,55,0
Software,B004DLCQZ4,2.0,negative,you must use a current version with up to date laws,11,23
Software,B004DLCQZ4,5.0,positive,i really purchased this software to review what i wanted to do and thus reducing my cost when i visit an attorney i was able to produce a living trust then visit an attorney i actually saved money by being organized the attorney actually thought what i did was a greatand policy,54,11
Software,B004DLCQZ4,5.0,positive,the willmaker had absolutely everything i needed then and will need in the future the crochet books were for a friend and she loves them the levis were for my husband they fit as they should accidentally ordered regular 501s once and they were snug in waist but he wears them anyway the shrink to fit are his levis for sure on the book have not even had a chance to start it but I am sure I shall love it,79,9
Software,B004DLCQZ4,1.0,negative,i have not had the opportunity to examine all of the software in this package deal from quicken i bought this primarily interested in the living trust maker that comes bundled in this package after successfully installing the willmaker premium 2012 software onto my vista machine i put the living trust maker disk in my pc but i did not get the welcome screen that should appear automatically therefore i followed the instructions that were given on the disk and on the nolo quicken web site when you run into this issue apparently i am not the first i wento to start accessories run and entered d autorun but nothing happened i also tried e autorun and f autorun to no avail i went to the nolo quicken support site for further assistance but found none i am just a bit frustrated i guess i will have to see if there is a quicken technical phone number that i can call for further assistance i will come back and revise this review should i have success installing the disk and after i have had the opportunity to use the software,185,13
Software,B004DLCQZ4,2.0,negative,there are very few options for anything but the simplest will or trust did not suit my needs could not return opened software to amazon but nolo maker of product gave me a full refund after i emailed them with my problem,40,1
Software,B004M39SN6,5.0,positive,this set uses both a mans voice and womans voice to pronounce words which helps you learn there are also games to make it fun great value for the price,30,19
Software,B004M39SN6,2.0,negative,some fun games and stuff you would do much better downloading a language app on your phone or even better making friends with spanish speakers the best way to learn is to immerse yourself listen to spanish music watch spanish tv and go visit and make friends with latinos they will warmly welcome you and be glad to help a gringo out,62,42
Software,B004M39SN6,1.0,negative,even after downloading a patch available on eurotalkcom the cd will not play correctly on my imac when starting the first exercise i keep receiving an error message super talk error number 13 long integer expected but found something else,40,156
Software,B004M39SN6,4.0,positive,i could not wait to recieve this i bypassed my ipod and uploaded it to my amazon cloud this way i can access it anywhere we travel to a spanish speaking country usually every year and I have found this very useful as other reviewers have said it does require that you listen and do the work i do not have any experience with rosetta stone so i can not compare it to that but i can not find any fault with instant immersion spanish,82,111
Software,B004M39SN6,1.0,negative,the speaking portion of rosetta stone is overall very good sometimes the feedback to the speaker is frustrating in that it is very picky and arbitrary however i would never use rosetta stone again unless the parent / teacher speaks and writes spanish fluently the student has no chance to learn how to correctly write or speak spanish rosetta stone does not teach grammar they hope the student will learn it through immersion immersion only teaching may work pretty good in very young children but has it is limitations as we age at the very least it would be helpful if they would provide the keys to the worksheets and tests with the answers translated in english,114,148
Software,B004M39SN6,5.0,positive,easy to use works great learning at your own pace,10,15
Software,B004M39SN6,4.0,positive,works well and came quickly i just finished my masters and should be working on my spanish with this over the summer before i go to spain,27,24
Software,B004M39SN6,4.0,positive,it gives you lots of different options to help you learn spanish with the dvds games and cd / mp3s great price,20,68
Software,B00G6CLN3Y,5.0,positive,this product works well unlike other reviewers i had no problems with installation or hangduring and a new computer windows 8 16 gig ram user interface is easy and intuitive and the results are acceptable this is not the highest end video processing software but it works well and is fantastic at this price point will outperform any software from 5 years ago at any price having played with various programs for about 15 years i am amazed at how my capability the new software has recommended,87,0
Software,B00G6CLN3Y,4.0,positive,the sheer number of options available can be overwhelming but stay tuned it gets better after a straightforward installation and some time spent updating the software you are presented with an intuitive interface there are a good number of resources for help in using it starting with a free 30-day installation support with registration the manual is a bit light and would have benefited from a competent technical writer it was not difficult to jump in and start modifying and editing clips most of it is just drag and drop cutting is easy moving samples around is also very easy there are a huge number of transitions effects and ask that will either make your movie great our very kitschy less is more all of this happens with almost instant and continuous rendering so you can get a hint at the eventual product the usual capabilities exist adding audio recording voiceovers and so on in spite of this the software is not that cumbersome on system resources importing and exporting is straightforward as well this is a solid performer that does all the basics any amateur would be satisfied with four stars,189,1
Software,B00G6CLN3Y,2.0,negative,after getting past some install issues with windows 81 i found the whole process of editing videos to be somewhat of a hassle compared to other programs I have used in the past such as windows movie maker or imovie the ui was very hard to navigate and it was just time consuming trying to figure out the simplest of features frankly i just do not have the time to learn this software and regret the time sink i spent on it,80,5
Software,B00G6CLN3Y,5.0,positive,it is good so far just testing it out to make sure it does not have any hang,18,15
Software,B00G6CLN3Y,4.0,positive,my video editing skills fall under the basic guidelines this package filled the need for some basic design concepts and was easy to use it did take a while tobut it is a large software package pros easy layout of basic features lots of options / templates for a quick start and consistent appearance great 2d and 3d rendering quick processing good interface cons snails pace install large software needs a fast processor or you lag a bit more advanced features are a little quirky to use steep learning curve if new to this program good program over all it is a nice platform and highly recommended,105,11
Software,B00G6CLN3Y,4.0,positive,good to have a 64 bit version of software i have used for years,14,14
Software,B00G6CLN3Y,1.0,negative,yes i now have two pinnacle products that i should never have purchased the other one is the studio 17 ultimate what was i thinking the product performed before par and i found it to be a pain in the neck to actually do what i wanted it to which is to help me edit photos simple right that is what i thought after the fiasco of trying to get help for the problems i had with studio 17 and being charged to get support i just gave up there are so many other programs out there that are far superior than pinnacle systems i would suggest going to your local best buy or similar store where you can speak to someone in person no charge to compare programs to your needs that is what i did after i through this in the garbage along with the studio 17 sorry pinnacle this was my last purchase with you,155,8
Software,B00G6CLN3Y,2.0,negative,found it confusing it kept adding things to the video and there no instruction on how to get rid of them i switch back to the old version of pinacle studio,31,13
Software,B01COADLXG,4.0,positive,i like this program a bunch and it has truly helped me redesign my entire first floor before i start my project this way i have no regrets when we actually start i just wish the terrain and roof lines for vaulted ceilings was not so hard to add or modify but overall great for rooms and additions and decking,59,0
Software,B01COADLXG,4.0,positive,unless you have used this sort of app before plan to put in some time viewing the tutorials and learn how to search the knowledge base when you run into a snag it is a great piece of software for creating a home design I have run into a few snags with some of the features but their resources for resolving them are quite good overall I am happy with the purchase and feel it was well worth the money just to be able to see the design in 3d,86,5
Software,B01COADLXG,1.0,negative,the software only works on newest computers so it does not work on mine there is apparently no way to return it so I am out 50 save your money and do not buy this software unless your computer is less than 6 months old,43,11
Software,B01COADLXG,5.0,positive,the reads all my old files from 3d home architect and works much better with more features,17,1
Software,B01COADLXG,4.0,positive,this program is somewhat limited but if you are trying layout a new home or look at how finishes will look then this is a good program i gave it 4 stars because it does not calculate roof lines correctly and the landscaping does not allow for contours,48,8
Software,B01COADLXG,4.0,positive,i used this to remodel a house i owned and was very impressed i had tried several other house design software programs both online and over the counter and was very disappointed with them this is the only one i could use without any difficulty at all i was great to be able to give my builder an exact drawing and layout of what i wanted without having to use an architect or sketching something up on paper then when he was done it looked exactly like it did on the computer inside and out it was almost anti-climactic the only reason i did not give it 5 stars is because you will probably find out that the standard program is a little lacking and you will need to upgrade for extra of course to a better version still it is well worth the money and a ton cheaper then hiring someone,151,16
Software,B01COADLXG,5.0,positive,i like it it has a learning curve but works well i am trying to figure out how to make the roof go over the porch but i think it is because i added the porch after i built the house still working on it,45,3
Software,B01COADLXG,5.0,positive,not the most user friendly version but it is downright cheap compared to others or even newer versions,17,13
Software,B00004Z0C8,1.0,negative,i paid a lot of money for this cd upgrade for my garmin and i still have not downloaded it after a year i took it to two expert computer shops and they can not do it i went to website downloaded countless updates and drivers and it still will not work i will never buy a garmin product again,57,4
Software,B00004Z0C8,2.0,negative,the software works fine and uploads easily the maps seem to be 10 plus years out of date since they are missing sections of state highway and local streets in the greater seattle area that have been completed for at least that long it also does not include street names for local streets only state and federal highways i noticed it does include local streets for some small villages in alaska i definately would not recommend this set for urban navigation but i do like the topigraphocal features and the shoreline markers but have not been able to determine if they are up do date,105,63
Software,B00004Z0C8,1.0,negative,not for the serious hiker this map is way off on it is accuracy want to plan a hike on your pc before hand forget it contours are 100 feet incurements very limited reference points actually had me on the wrong side of a creek no bench mark refferences use your garman gps it is a great tool but do not waste your time or money with this map stick to your usga maps,70,18
Software,B00004Z0C8,2.0,negative,i recently got an etrex summit gps and bought this software in order to download the trips i take into a printable format as well as to plan hikes before starting out on them the bottom line is that this 3 cd-rom set does not contain nearly enough information to do that i took a 4 mile hike this weekend near san francisco and downloaded it to the software it does show the track that we walked but the topographic information from this software is so coarse that you can not tell that we went up and down gaining some 500 feet in elevation since the contour lines are so far apart on the map generated furthermore the road into the park was not drawn correctly the ranger station and other services were not marked and so on in short the maps provided will not allow you to plan a hike which was the point in the first place right,155,0
Software,B00004Z0C8,4.0,positive,if you hike in areas not covered by mapsources national parks 24k then this is the only way to get topo maps into your garmin gps unit the scale is 1100000 in united states topo whereas the national parks version is 124000 so you get less detail but complete coverage one nit-pick although it is not garmins fault the 1100000 scale usgs maps are in metric so garmin converted the meter contours to feet which means that even contours like 1000 meters is shown as 3280 feet at least you do not have to deal with elevations in meters although,97,28
